county,state,msa,pmsa,pop.density,pop,pop.change,age6574,age75,crime,college,income,farm,democrat,republican,Perot,white,black,turnout
Steele,MN,,,72,30729,2.5999999046,7.4000000954,6.5999999046,2965,16,36158,9.1999998093,32.5999984741,37.7999992371,28.7999992371,98.4672470093,0.1659670025,51.3814315796
Stevens,MN,,,19,10634,-7.6999998093,8.1999998093,7.8000001907,1634,17,29345,15.6000003815,42.4000015259,38.2999992371,18.7000007629,97.4797821045,0.5454203486,54.6924972534
Swift,MN,,,14,10724,-19.7999992371,11.3000001907,10.8000001907,2191,11.1999998093,24434,18.2999992371,49.7000007629,26.7999992371,22.7000007629,99.0581893921,0.0372995138,55.8653488159
Todd,MN,,,25,23363,-6.8000001907,9,8,2544,7.8000001907,23462,17.6000003815,36.5999984741,35.9000015259,26.7999992371,99.4435653687,0.0342421792,47.5281410217
Traverse,MN,,,8,4463,-21.2000007629,11.6000003815,12.8000001907,1283,9.8000001907,24830,18.7000007629,42.4000015259,33.9000015259,23.3999996185,96.8182830811,0,55.6576309204
Wabasha,MN,,,38,19744,3.2999999523,8.5,7.5,2370,12.3999996185,32023,15.1000003815,36.5999984741,33.2000007629,29.5,99.1744308472,0.0607779585,51.7473678589
Wadena,MN,,,24,13154,-9.6000003815,9.6000003815,9.6000003815,2574,11.6000003815,22872,9.8999996185,36.5999984741,38.9000015259,24,98.9508895874,0.0608180016,48.6391983032
Waseca,MN,,,43,18079,-2.0999999046,8.1999998093,7.4000000954,1922,13.6000003815,32282,12.6000003815,34.9000015259,34.5999984741,29.1000003815,98.9214019775,0.1438132674,49.8147010803
Washington,MN,5120,,404,145896,39.4000015259,3.9000000954,2.7000000477,3630,26.2000007629,48098,0.6999999881,41.9000015259,31.1000003815,26.3999996185,96.8265075684,1.0973570347,58.6027030945
Watonwan,MN,,,27,11682,-6.5,9.1999998093,9.1000003815,1445,10.1000003815,27625,16.1000003815,37.5999984741,33.5,28.2000007629,95.1891784668,0.0770416036,47.7486724854
Wilkin,MN,,,10,7516,-12.6000003815,8.6000003815,8.6000003815,3428,11.6000003815,28726,13.6999998093,32,46.2999992371,21.2999992371,98.8025512695,0.0266098995,46.7003707886
Winona,MN,,,76,47828,3.2999999523,6.8000001907,6.9000000954,3637,19.7000007629,32454,7.9000000954,39.5999984741,35,24.3999996185,98.0429840088,0.4077109694,51.2628593445
Wright,MN,5120,,110,68710,23.3999996185,5.1999998093,4.5,2836,12.1000003815,36981,6.9000000954,35.5,33.0999984741,30.7999992371,99.0176086426,0.1076990217,51.1715888977
Yellow Medicine,MN,,,15,11684,-15.6000003815,10.5,10.8999996185,1174,9.8999996185,27079,25.7999992371,41.9000015259,30.7999992371,26.6000003815,98.3909606934,0.0256761387,53.004108429
Adams,MS,,,75,35356,-8.6999998093,8.3000001907,6.0999999046,10535,14.8000001907,21232,0.8999999762,52,36.7000007629,11,50.9899291992,48.6819763184,44.9060974121
Alcorn,MS,,,81,31722,-1.3999999762,8.3999996185,7,3292,9.6000003815,23785,1.6000000238,45.0999984741,44.2000007629,9.5,88.5347671509,11.15944767,44.5621337891
Amite,MS,,,18,13328,0.3000000119,8.8000001907,6.5999999046,0,8.6999998093,19226,5.9000000954,45.9000015259,45.0999984741,8.8000001907,54.5618247986,45.3031196594,42.6245498657
Attala,MS,,,25,18481,-7.5,9.8000001907,8.6000003815,1762,10,18820,2,42.5,49.7000007629,7.5,60.1374397278,39.4946174622,38.347492218
Benton,MS,,,20,8046,-2.2999999523,8.3999996185,6.3000001907,0,7.8000001907,18737,4.4000000954,60.7000007629,31.7000007629,7.4000000954,60.514541626,39.3736000061,49.1548614502
Bolivar,MS,,,48,41875,-9,6.5999999046,5.8000001907,0,15.1999998093,16864,2.2000000477,61.9000015259,33.4000015259,4.1999998093,36.4394035339,62.8680610657,33.9725379944
Calhoun,MS,,,25,14908,-5.1999998093,8.8000001907,8.1000003815,486,8.1999998093,23067,5.5,39.2000007629,50.9000015259,9.6999998093,72.6388549805,27.012342453,42.0780792236
Carroll,MS,,,15,9237,-4.8000001907,8.5,6.6999998093,0,10.3000001907,20347,8,38.2999992371,55,6.5,60.1927032471,39.5583000183,33.387462616
Chickasaw,MS,,,36,18085,0.8999999762,7.4000000954,6.4000000954,2614,9.5,22331,4.1999998093,46,45,9,61.1556549072,38.6010513306,38.7448158264
Choctaw,MS,,,22,9071,0.400000006,7.5,7.1999998093,694,10.8000001907,21067,4.4000000954,38.0999984741,53.7999992371,7.9000000954,69.6615600586,30.1069335938,41.5389709473
Claiborne,MS,,,24,11370,-6,6.3000001907,5.4000000954,914,16.1000003815,16043,2.2000000477,74.8000030518,21.2000007629,3.5999999046,17.5373783112,82.1459960938,38.8038711548
Clarke,MS,,,25,17313,2.2000000477,7.8000001907,7.0999999046,620,8.1999998093,23792,3.7000000477,32.5999984741,60.7000007629,6.5,65.3381881714,34.5231895447,40.0508270264
Clay,MS,,,52,21120,1.3999999762,7.1999998093,6.0999999046,849,12.8999996185,22229,4,54,38.5,7.3000001907,46.3494300842,53.3428039551,40.544506073
Coahoma,MS,,,57,31665,-14.3000001907,7.4000000954,6.8000001907,3292,14.6999998093,16938,1.8999999762,57.2999992371,36.9000015259,4.5999999046,34.7418289185,64.5949783325,35.3071212769
Copiah,MS,,,36,27592,5,7.1999998093,6.1999998093,0,9.3999996185,20904,3,46.5,48.7000007629,4.3000001907,49.2968978882,50.4494056702,34.2454338074
Covington,MS,,,40,16527,3.7000000477,7.1999998093,5.6999998093,313,8.6000003815,20894,4.9000000954,39.7000007629,50.4000015259,9.3000001907,64.7364883423,35.063835144,42.3307304382
DeSoto,MS,4920,,155,67910,37.2999992371,5.3000001907,3,2733,9.5,34824,1.2999999523,32,58.4000015259,9.3000001907,86.673538208,12.7742605209,40.6052131653
Forrest,MS,,,150,68314,5.8000001907,6.8000001907,5.3000001907,5027,19.7999992371,22940,0.6999999881,36.5999984741,54.5999984741,8.3999996185,68.3198165894,30.7418689728,33.3064956665
Franklin,MS,,,14,8377,-0.5,8.8999996185,7.3000001907,420,7.4000000954,18953,1.5,40.2999992371,49.2999992371,10,63.1490974426,36.7554016113,47.0096702576
George,MS,,,36,16673,12.5,6.4000000954,4.9000000954,0,8.3000001907,21652,3.0999999046,27.8999996185,43.5,14,90.1157531738,9.5183830261,57.0323295593
Greene,MS,,,15,10220,9.1000003815,6.6999998093,5,164,6,20863,4.5999999046,35.9000015259,51.9000015259,12.1000003815,78.2681045532,21.467710495,45.362033844
Grenada,MS,,,52,21555,3.7999999523,7.9000000954,6.1999998093,9613,10.8000001907,25247,1.8999999762,43.9000015259,49.2999992371,6.4000000954,58.2834625244,41.3639526367,44.3887710571
Hancock,MS,920,,70,31760,35.9000015259,9.3999996185,4.8000001907,5152,14.3000001907,24599,0.8000000119,34.5999984741,47.7999992371,17.1000003815,90.1290969849,8.7342567444,42.3173789978
Harrison,MS,920,,292,165365,7.5999999046,6.6999998093,4.0999999046,5873,16.2999992371,26058,0.400000006,32.2000007629,52.7999992371,14.5,77.1807785034,19.5210590363,28.6680984497
Hinds,MS,3560,,293,254441,1.3999999762,6.4000000954,4.8000001907,11377,26.3999996185,30125,0.400000006,45.2000007629,46.9000015259,5.5999999046,48.4108314514,50.9186820984,37.739200592
Holmes,MS,,,28,21604,-7.3000001907,7.4000000954,6.9000000954,0,9.6999998093,12136,5.0999999046,68,28.2000007629,3.4000000954,23.9585266113,75.7961502075,27.837436676
Humphreys,MS,,,29,12134,-14.5,6.4000000954,6.3000001907,352,10.3999996185,15269,6.5999999046,57.5999984741,36.7000007629,5.5,31.7784729004,67.7600097656,38.5940322876
Issaquena,MS,,,5,1909,-25.3999996185,7.0999999046,5.9000000954,0,5.5999999046,14167,10.3000001907,55.5999984741,30.1000003815,8,43.6354103088,56.1550559998,51.8596115112
Itawamba,MS,,,38,20017,-2,8.5,6.9000000954,2990,6.6999998093,24489,3.7000000477,41.7000007629,47.5,10.5,92.9010314941,6.789229393,43.5279998779
Jackson,MS,920,,167,115243,2.5,5.9000000954,3.5,8121,14.3999996185,29984,0.3000000119,29,56.4000015259,14.3999996185,78.194770813,20.4619808197,38.9871826172
Jasper,MS,,,25,17114,-0.400000006,7.8000001907,7,0,9.8000001907,20055,6.0999999046,47.5999984741,43.4000015259,8.8000001907,49.1410522461,50.7596130371,37.5598907471
Jefferson,MS,,,16,8653,-7.6999998093,6.4000000954,5.5,0,10.3000001907,13488,1.8999999762,79.4000015259,16,4.4000000954,13.6946725845,86.2359848022,40.7026481628
Jefferson Davis,MS,,,34,14051,0.3000000119,8.1000003815,6.3000001907,1173,8.8999996185,19053,4.3000001907,53.0999984741,39.5999984741,6.8000001907,45.0501747131,54.6224479675,40.0896720886
Jones,MS,,,89,62031,0.3000000119,8,6.3000001907,4030,12.1999998093,22622,1.7999999523,32.9000015259,56.5999984741,10.3000001907,74.4676055908,24.9697723389,39.3835334778
Kemper,MS,,,13,10356,0.3000000119,8,7.8000001907,0,7.9000000954,18183,6.5,51.4000015259,42,6.4000000954,42.5550422668,55.4171485901,42.1108551025
Lafayette,MS,,,51,31826,3.9000000954,5.4000000954,4.6999998093,10064,29.2000007629,23768,2.0999999046,45.7999992371,46.0999984741,7.5999999046,72.7424087524,25.0738391876,35.810344696
Lamar,MS,,,63,30424,30.7000007629,5.5,3.9000000954,117,20.8999996185,27490,1.6000000238,24.6000003815,63.4000015259,11.8000001907,87.4276885986,11.9543781281,42.834602356
Lauderdale,MS,,,108,75555,-1.2999999523,7.5,6,5139,13.3000001907,25489,1,30.8999996185,62.2999992371,6,64.4642944336,34.7826080322,36.3523254395
Lawrence,MS,,,29,12458,-1.1000000238,7.5999999046,5.9000000954,0,9.1999998093,21329,3.5999999046,42.4000015259,44.0999984741,12.6000003815,66.6238555908,33.1674423218,48.9243850708
Leake,MS,,,32,18436,-1.7000000477,8.1999998093,7.9000000954,0,9.1999998093,19344,3.4000000954,42.7999992371,50.5999984741,6.4000000954,60.1323509216,35.5717086792,42.2325897217
Lee,MS,,,152,65581,19.8999996185,6.5,5.0999999046,3307,15,29299,1.7999999523,34.2999992371,54.4000015259,9.1000003815,78.1628799438,21.4223632813,34.3102416992
Leflore,MS,,,63,37341,-9.6999998093,7.5,6.4000000954,5318,15.6999998093,20067,2.2000000477,51,42.4000015259,4.9000000954,38.8741607666,60.635761261,33.4699134827
Lincoln,MS,,,53,30278,2.0999999046,8.1000003815,6.5999999046,0,11.6000003815,22101,2.2000000477,36.2000007629,53.7999992371,9.8000001907,69.8923339844,29.8500556946,43.2360115051
Lowndes,MS,,,120,59308,5.4000000954,5.6999998093,4.4000000954,3013,18.6000003815,27932,1.5,34.7999992371,55.7999992371,9.1000003815,61.9410552979,37.1636199951,31.7579421997
Madison,MS,3560,,81,53794,39.9000015259,5.0999999046,4.4000000954,3478,29.2999992371,30534,1.5,39.5999984741,54,6.1999998093,55.3760643005,44.1145858765,44.0959968567
Marion,MS,,,47,25544,-1.2000000477,8.1000003815,6.3000001907,160,8.3999996185,19662,2.7999999523,40.0999984741,49.7000007629,10,69.4213943481,30.2262763977,45.4627304077
Marshall,MS,,,44,30361,7.0999999046,6.6999998093,4.8000001907,0,9.3999996185,21554,4.5999999046,63.2000007629,30.7000007629,5.5,48.8850822449,50.6505050659,41.2107620239
Monroe,MS,,,48,36582,0.8000000119,7.8000001907,6.5,3564,8.3999996185,24469,2.4000000954,40.4000015259,49,10.3000001907,69.4166564941,30.3345909119,33.4153404236
Montgomery,MS,,,30,12388,-8.5,8.8000001907,8,409,9.5,20148,2.5999999046,43.5,48.7000007629,7.6999998093,55.8282203674,43.9134635925,38.553440094
Neshoba,MS,,,45,24800,6.8000001907,7.6999998093,6.5999999046,0,10.1000003815,22009,2.7000000477,30.7999992371,61.0999984741,7.9000000954,68.3266143799,18.5927410126,40.49193573
Newton,MS,,,36,20291,3.4000000954,8.3000001907,7.3000001907,333,9.6999998093,22598,3.5999999046,27.5,65.6999969482,6.3000001907,67.5028305054,28.7368793488,38.4702568054
Noxubee,MS,,,18,12604,-5.3000001907,6.9000000954,6.5,0,7.9000000954,17121,7,63.2999992371,32.2000007629,4,31.4106636047,68.1371002197,39.9635047913
Oktibbeha,MS,,,84,38375,6.5999999046,4.8000001907,4.0999999046,5053,31.7000007629,27336,1.6000000238,43.5,48.5,7.5,62.7074928284,34.3218231201,34.2827377319
Panola,MS,,,45,29996,10.5,7.1999998093,6,3785,8.6999998093,21119,3.9000000954,52.9000015259,40.5,6.4000000954,51.2601661682,48.4497947693,38.2050933838
Pearl River,MS,,,49,38714,18,7.1999998093,4.4000000954,5574,11.3999996185,23923,2,31.6000003815,52.2000007629,15.8999996185,84.9511795044,14.3229837418,38.2213134766
Perry,MS,,,17,10865,12.3999996185,6.5,4.9000000954,0,7.0999999046,19379,3.7000000477,33.0999984741,56.4000015259,10.3000001907,76.69581604,22.5218601227,41.4265975952
Pike,MS,,,91,36882,2.2999999523,8.1000003815,6.5,10176,12.8000001907,19700,2.2000000477,45.9000015259,43.9000015259,10.1000003815,54.0399093628,45.667263031,37.0885543823
Pontotoc,MS,,,46,22237,9.6999998093,8,6.3000001907,0,8.1000003815,24599,3.7999999523,35.4000015259,54.9000015259,9.3000001907,85.0699310303,14.5972929001,37.6219825745
Prentiss,MS,,,56,23278,-2.7000000477,8.1000003815,6.1999998093,3419,8.3999996185,21976,3.7000000477,39.7000007629,50.5999984741,9.1999998093,87.9671783447,11.7750663757,36.6268577576
Quitman,MS,,,25,10490,-20.2999992371,8.5,7.1999998093,0,9,17159,7.3000001907,59.2000007629,35.5,5.0999999046,40.5147743225,59.0371780396,39.0181121826
Rankin,MS,3560,,119,87161,32.7999992371,5.5,3.7000000477,1634,19,36021,1.7999999523,22.5,67.8000030518,9.5,82.6436157227,16.7620830536,41.5438079834
Scott,MS,,,40,24137,-0.6000000238,7.0999999046,6.1999998093,996,9.3999996185,21218,4.6999998093,35.9000015259,56.5,7.4000000954,61.4367980957,37.9956092834,38.6502037048
Sharkey,MS,,,16,7066,-12.3999996185,6.5,5.5999999046,1869,12.3999996185,15682,4,55.5,36.5999984741,5.3000001907,33.102180481,66.3175735474,38.9470710754
Simpson,MS,,,41,23953,3,6.9000000954,5.9000000954,830,8.6999998093,22713,3.4000000954,34.5,57.5,7.8000001907,67.3151626587,32.3007545471,38.9345817566
Smith,MS,,,23,14798,-1.8999999762,7.8000001907,6.5999999046,0,7.5999999046,22818,5.9000000954,29,60.5,10,77.8213272095,21.921880722,45.8710632324
Stone,MS,,,25,10750,16.1000003815,7.3000001907,4.9000000954,7107,12.3999996185,23394,3.2000000477,34.4000015259,54.5,10.6000003815,77.7860488892,21.8046512604,39.1534881592
Sunflower,MS,,,49,32867,-3,6.5,6,1034,12.3999996185,17752,2.5999999046,53.7999992371,39.7000007629,6.4000000954,35.3059310913,64.173789978,28.5727329254
Tallahatchie,MS,,,23,15210,-13.8000001907,7.9000000954,6.5,0,7.9000000954,16941,6,52.5999984741,40.0999984741,6.9000000954,41.1374092102,58.3892173767,36.2787628174
Tate,MS,,,54,21432,8.6000003815,6.5999999046,5.5,157,11.6999998093,26148,3.7000000477,42,50.0999984741,7.5999999046,65.0662536621,34.6071281433,39.0584182739
Tippah,MS,,,43,19523,5.3000001907,7.9000000954,7.5,0,9,22500,3,39.7999992371,50.9000015259,9.1999998093,83.2402801514,16.5599555969,44.762588501
Tishomingo,MS,,,42,17683,-2.7000000477,9.3999996185,7.5,293,6.5999999046,21749,2.0999999046,48.4000015259,42,9.3000001907,96.1940841675,3.5683989525,45.6483612061
Tunica,MS,,,18,8164,-16.5,6.9000000954,5.0999999046,645,8.5,12042,5.5,64.6999969482,30.8999996185,4.3000001907,24.3998031616,75.3062210083,27.4742774963
Union,MS,,,54,22085,3.0999999046,8.1000003815,7.3000001907,0,10.1000003815,26010,3.4000000954,38.0999984741,53.0999984741,8.3999996185,85.1437606812,14.5483360291,44.1113891602
Walthall,MS,,,36,14352,4.1999998093,7.6999998093,6.8000001907,40,10.1000003815,16712,6.5,41.5,45.7000007629,11.8999996185,57.4972114563,42.1822738647,41.5760879517
Warren,MS,,,82,47880,-7.0999999046,7.1999998093,5.9000000954,4643,19.1000003815,29216,1.6000000238,39.7000007629,49.5999984741,10.3999996185,60.315372467,38.9849624634,42.9782791138
Washington,MS,,,92,67935,-7.8000001907,6.5999999046,5.4000000954,6755,14.3000001907,22282,1.1000000238,53.7999992371,38.5999984741,4,41.7075157166,57.6977996826,28.9821147919
Wayne,MS,,,24,19517,1.8999999762,6.5999999046,5.0999999046,1133,8.8999996185,19064,3.5,39.4000015259,49.7999992371,10.6000003815,64.0774688721,35.6458473206,39.8780555725
Webster,MS,,,24,10222,-0.6000000238,9.3000001907,8.3000001907,379,10.8000001907,22654,4.0999999046,35,56,8.8999996185,77.8027801514,22.0504798889,48.7967147827
Wilkinson,MS,,,14,9678,-5.8000001907,8.1000003815,6.8000001907,0,8.8999996185,14288,3.2999999523,64.9000015259,28.2999992371,6.1999998093,32.2690620422,67.4932861328,51.0952682495
Winston,MS,,,32,19433,0.200000003,8.1000003815,7.1999998093,0,10.8000001907,23149,3.4000000954,44.0999984741,48.0999984741,7.6999998093,57.3817749023,41.6507987976,46.1483039856
Yalobusha,MS,,,26,12033,-8.3000001907,9.8999996185,7.8000001907,719,9.8999996185,20948,4.1999998093,49.9000015259,41.5,8.3000001907,62.1540756226,37.6132316589,43.6133956909
Yazoo,MS,,,28,25506,-7.1999998093,7.8000001907,6.9000000954,1150,12,17563,2.7999999523,45.4000015259,47.5999984741,6.1999998093,46.8830871582,52.7052459717,42.1273422241
Adair,MO,,,43,24577,-1.8999999762,6.8000001907,6.5,4263,22.7000007629,25447,6,39.7999992371,38.9000015259,20.8999996185,97.7702713013,0.8910770416,43.2925109863
Andrew,MO,7000,,34,14632,6.1999998093,8.1999998093,7.5999999046,1376,13.5,29914,11.3999996185,35.7000007629,35.4000015259,28.7000007629,99.2072143555,0.2050300688,51.1823387146
Atchison,MO,,,13,7457,-16.6000003815,10.8999996185,10.1999998093,561,14.1999998093,23333,13.6999998093,37.7999992371,35.5999984741,26.2999992371,97.6263885498,1.1130481958,42.8992881775
Audrain,MO,,,34,23599,-11.6000003815,10.3999996185,8.8999996185,1883,10.8999996185,27791,10.3000001907,44.4000015259,35.5999984741,19.7000007629,93.381072998,6.0129666328,45.145980835
Barry,MO,,,37,27547,17.2999992371,10.5,8.1999998093,746,8.5,22342,8.3000001907,37.5999984741,43.5999984741,18.7000007629,98.4971160889,0.0907539874,46.3099441528
Barton,MO,,,19,11312,1.6000000238,9.8999996185,9.8000001907,2096,8.1999998093,25447,14.8999996185,27.6000003815,53.4000015259,18.7000007629,98.5767364502,0.0972418636,45.9158401489
Bates,MO,,,18,15025,-5.1999998093,10,9.6999998093,2179,8.3999996185,24364,14.6999998093,38.7000007629,32.2999992371,28.7999992371,98.6156387329,0.7121464014,51.4475860596
Benton,MO,,,20,13859,18.2999992371,13.5,9.1000003815,1825,7.6999998093,19946,9.8000001907,43.9000015259,34.5,21.2999992371,99.112487793,0.0938018635,52.5001792908
Bollinger,MO,,,17,10619,4.0999999046,9.6000003815,7.4000000954,878,6.9000000954,22749,13.5,40.0999984741,42.7000007629,16.8999996185,99.3031387329,0.1130049899,50.5038146973
Boone,MO,1740,,171,112379,16.5,4.5999999046,3.7999999523,4817,36.5,34122,1.7999999523,45.2000007629,33.5,20.7999992371,89.0335388184,7.4542398453,51.5131835938
Buchanan,MO,7000,,203,83083,-5.4000000954,8.6999998093,7.6999998093,5752,13.5,28476,1.7999999523,44.2999992371,30.2000007629,25.2000007629,95.5406036377,3.1715273857,44.9730987549
Butler,MO,,,57,38765,4.9000000954,9.3999996185,7.0999999046,3156,8.6000003815,20516,4.5,43.2000007629,42.2000007629,14.3000001907,94.1235656738,5.115439415,39.3963623047
Caldwell,MO,,,19,8380,-3.5,10.3999996185,10.3999996185,1172,8.1000003815,23637,17.1000003815,35.9000015259,31.8999996185,31.6000003815,99.4630050659,0.1670644432,48.3890228271
Callaway,MO,,,40,32809,4.5,6.5999999046,5.8000001907,1711,13.8999996185,30627,7,41.5,34.9000015259,23.3999996185,94.2942504883,4.8127036095,42.6133079529
Camden,MO,,,44,27495,44.5999984741,12.3999996185,6,2670,12.3999996185,25363,3.5999999046,35.0999984741,38,26.6000003815,99.1416625977,0.2109474391,53.198764801
Cape Girardeau,MO,,,109,61633,7.5999999046,7.4000000954,6.4000000954,4246,19.2000007629,30795,3.7000000477,33.9000015259,47.5,18.2999992371,94.0470199585,4.8431844711,46.0061988831
Carroll,MO,,,15,10748,-12.6999998093,10.6000003815,10.8000001907,785,11.6999998093,24345,16.5,39,33,27.7999992371,97.5716400146,2.0468924046,50.0372161865
Carter,MO,,,11,5515,5.0999999046,8.6999998093,7.0999999046,0,8.8000001907,18905,3.7999999523,43.5,41,15.1000003815,99.1115112305,0.0181323662,48.7035369873
Cass,MO,3760,,96,63808,32.2000007629,5.6999998093,5,2735,13,35613,4.5999999046,34.2999992371,34.5999984741,30.7999992371,97.5081481934,1.0719659328,46.8671646118
Cedar,MO,,,25,12093,1.2999999523,12.6000003815,11.5,0,7.5999999046,21477,11.1999998093,38.7000007629,39.0999984741,22,99.0325012207,0.02480774,44.1495094299
Chariton,MO,,,12,9202,-15.3999996185,10.8000001907,10.8999996185,464,10.3999996185,26306,25.2000007629,46.5,30,23.2000007629,96.0117340088,3.6622474194,50
Christian,MO,7920,,64,32644,61.2999992371,6.1999998093,4.9000000954,1200,12.5,28855,6.4000000954,36.4000015259,43.2999992371,20,98.8665618896,0.1072172523,52.5211372375
Clark,MO,,,15,7547,-11.3999996185,8.8000001907,8.3000001907,39,7.9000000954,23448,21.2000007629,50.5999984741,29,20.2000007629,99.7482452393,0.0397508927,47.4890670776
